Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 21:22:00,2021-07-23 21:22:00,0.019s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""))",Firefox 89.0,,,2021-07-23 21:22:00,2021-07-23 21:22:00,0.378s,PASSED
delay(7),Firefox 89.0,,,2021-07-23 21:22:00,2021-07-23 21:22:07,7.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:22:07,2021-07-23 21:22:11,3.546s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-27-CreateProjectAndClickAddCompetitorButDoNotFillFieldTestCase,Firefox 89.0,"Create a project, click add competitor but do not fill the field.
Expected: Cannot proceed to 2nd page of the setup",create project,2021-07-23 21:22:11,2021-07-23 21:23:06,55.652s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:22:11,2021-07-23 21:22:36,25.304s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:22:36,2021-07-23 21:22:38,1.934s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:22:38,2021-07-23 21:22:39,0.663s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:22:39,2021-07-23 21:22:40,0.660s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), Timeout)",Firefox 89.0,,,2021-07-23 21:22:40,2021-07-23 21:22:43,3.116s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ""Sample project"")",Firefox 89.0,,,2021-07-23 21:22:43,2021-07-23 21:22:51,8.018s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:22:51,2021-07-23 21:22:52,0.940s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_add_competitor""))",Firefox 89.0,,,2021-07-23 21:22:52,2021-07-23 21:22:52,0.726s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:22:52,2021-07-23 21:22:53,0.711s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:22:53,2021-07-23 21:22:56,2.540s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:22:56,2021-07-23 21:22:56,0.793s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 21:22:56,2021-07-23 21:22:56,0.024s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_competitors""))",Firefox 89.0,,,2021-07-23 21:22:56,2021-07-23 21:22:57,0.914s,PASSED
delay(7),Firefox 89.0,,,2021-07-23 21:22:57,2021-07-23 21:23:04,7.018s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:23:04,2021-07-23 21:23:06,1.777s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-28-CreateProjectWithoutAnyEnginesOrDevicesSelectedTestCase,Firefox 89.0,"Create a project without any engines/devices selected.
Expected: Cannot proceed to 3rd page of the setup",create project,2021-07-23 21:23:06,2021-07-23 21:24:14,1m - 7.677s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:23:07,2021-07-23 21:23:31,24.259s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:23:31,2021-07-23 21:23:53,22.549s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:23:53,2021-07-23 21:23:54,0.692s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:23:54,2021-07-23 21:23:55,0.646s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-23 21:23:55,2021-07-23 21:23:58,2.969s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:23:58,2021-07-23 21:24:06,7.844s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-23 21:24:06,2021-07-23 21:24:06,0.429s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:24:06,2021-07-23 21:24:07,0.705s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:24:07,2021-07-23 21:24:08,0.849s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:24:08,2021-07-23 21:24:08,0.799s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:24:08,2021-07-23 21:24:11,3.003s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:24:11,2021-07-23 21:24:14,2.519s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-29-CreateProjectWithNameFieldWithLessThan2CharactersTestCase,Firefox 89.0,"create a project with name field with less than 2 characters.
Expected: Cannot proceed to 2nd page of the setup.",create project,2021-07-23 21:24:14,2021-07-23 21:25:14,1m - 0.143s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:24:14,2021-07-23 21:24:42,27.364s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:24:42,2021-07-23 21:24:54,12.291s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:24:54,2021-07-23 21:24:55,0.683s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:24:55,2021-07-23 21:24:55,0.637s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), Timeout)",Firefox 89.0,,,2021-07-23 21:24:55,2021-07-23 21:25:00,4.178s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ""S"")",Firefox 89.0,,,2021-07-23 21:25:00,2021-07-23 21:25:07,7.656s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:25:07,2021-07-23 21:25:08,1.006s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:25:08,2021-07-23 21:25:09,0.702s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:25:09,2021-07-23 21:25:10,0.925s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:25:10,2021-07-23 21:25:11,0.784s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-23 21:25:11,2021-07-23 21:25:11,0.032s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_project_name""))",Firefox 89.0,,,2021-07-23 21:25:11,2021-07-23 21:25:11,0.388s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:25:11,2021-07-23 21:25:14,3.009s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-30-CreateProjectUsingInvalidDomainFormatInDomainFieldTestCase,Firefox 89.0,"create a project using invalid domain format in the domain field.
Expected: Cannot proceed to 2nd page of the setup",create project,2021-07-23 21:25:14,2021-07-23 21:26:05,51.136s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:25:15,2021-07-23 21:25:43,28.491s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:25:43,2021-07-23 21:25:45,1.240s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:25:45,2021-07-23 21:25:45,0.609s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:25:45,2021-07-23 21:25:46,0.664s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-23 21:25:46,2021-07-23 21:25:49,2.917s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:25:49,2021-07-23 21:25:57,8.431s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-23 21:25:57,2021-07-23 21:25:58,0.422s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:25:58,2021-07-23 21:25:58,0.706s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:25:58,2021-07-23 21:25:59,0.881s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:25:59,2021-07-23 21:26:00,0.781s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:26:00,2021-07-23 21:26:03,3.004s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:26:03,2021-07-23 21:26:05,2.223s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-31-CreateProjectWithKeywordLessThan2CharactersTestCase,Firefox 89.0,"create a project with keyword with less than 2 characters.
Expected: Cannot proceed to 2nd page of the setup.",create project,2021-07-23 21:26:05,2021-07-23 21:26:55,49.456s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:26:06,2021-07-23 21:26:33,27.066s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:26:33,2021-07-23 21:26:34,1.130s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:26:34,2021-07-23 21:26:34,0.575s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:26:34,2021-07-23 21:26:35,0.644s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-23 21:26:35,2021-07-23 21:26:37,2.361s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:26:37,2021-07-23 21:26:46,8.428s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-23 21:26:46,2021-07-23 21:26:46,0.440s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:26:46,2021-07-23 21:26:47,0.753s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:26:47,2021-07-23 21:26:48,1.005s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:26:48,2021-07-23 21:26:49,0.841s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:26:49,2021-07-23 21:26:52,3.017s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:26:52,2021-07-23 21:26:55,2.800s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-32-UploadCsvWithoutSelectingAnyKeywordsTestCase,Firefox 89.0,"upload a csv without selecting any keywords.
Expected: Csv no uploaded, user prompted to select at least one keyword",create project,2021-07-23 21:26:55,2021-07-23 21:27:49,54.656s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:26:55,2021-07-23 21:27:18,23.419s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:27:18,2021-07-23 21:27:29,10.237s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:27:29,2021-07-23 21:27:29,0.639s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:27:29,2021-07-23 21:27:30,0.636s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-23 21:27:30,2021-07-23 21:27:32,2.324s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:27:32,2021-07-23 21:27:40,7.917s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-23 21:27:40,2021-07-23 21:27:41,0.406s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:27:41,2021-07-23 21:27:41,0.725s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:27:41,2021-07-23 21:27:42,0.820s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:27:42,2021-07-23 21:27:43,0.788s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:27:43,2021-07-23 21:27:46,3.015s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:27:46,2021-07-23 21:27:49,3.338s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-33-CreateProjectThatIsGoingOverTheChecksLimitOfTheUsersPlanTestCase,Firefox 89.0,"Create project that is going over the checks limit of the users plan.
Expected: User cannot complete project setup, is prompted to upgrade the plan",create project,2021-07-23 21:27:49,2021-07-23 21:28:35,45.747s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-23 21:27:50,2021-07-23 21:28:13,23.272s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-23 21:28:13,2021-07-23 21:28:14,1.220s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-23 21:28:14,2021-07-23 21:28:15,0.627s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-23 21:28:15,2021-07-23 21:28:15,0.641s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-23 21:28:15,2021-07-23 21:28:18,2.556s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-23 21:28:18,2021-07-23 21:28:26,8.034s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-23 21:28:26,2021-07-23 21:28:26,0.411s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-23 21:28:26,2021-07-23 21:28:27,0.711s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-23 21:28:27,2021-07-23 21:28:28,0.848s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-23 21:28:28,2021-07-23 21:28:29,0.850s,PASSED
delay(3),Firefox 89.0,,,2021-07-23 21:28:29,2021-07-23 21:28:32,3.015s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-23 21:28:32,2021-07-23 21:28:35,3.165s,PASSED
