Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:41:08,2021-07-24 07:41:27,18.203s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:41:27,2021-07-24 07:41:27,0.869s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:41:27,2021-07-24 07:41:28,0.957s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), Timeout)",Firefox 89.0,,,2021-07-24 07:41:28,2021-07-24 07:41:33,5.096s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ProjectNameText)",Firefox 89.0,,,2021-07-24 07:41:33,2021-07-24 07:41:46,12.304s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), """")",Firefox 89.0,,,2021-07-24 07:41:46,2021-07-24 07:41:48,2.073s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), AddYourKeywordText)",Firefox 89.0,,,2021-07-24 07:41:48,2021-07-24 07:41:50,2.189s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:41:50,2021-07-24 07:41:52,1.867s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-24 07:41:52,2021-07-24 07:41:52,0.068s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""))",Firefox 89.0,,,2021-07-24 07:41:52,2021-07-24 07:41:53,1.260s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:41:53,2021-07-24 07:41:56,3.025s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:41:56,2021-07-24 07:42:09,12.520s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-26-CreateProjectWithoutEnteringAnyKeywordsTestCase,Firefox 89.0,"Create a project without entering any keywords.
Expected: Cannot proceed to 2nd page of the setup",create project,2021-07-24 07:42:09,2021-07-24 07:43:51,1m - 42.305s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:42:10,2021-07-24 07:42:56,45.923s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:42:56,2021-07-24 07:43:15,18.837s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:43:15,2021-07-24 07:43:16,0.950s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:43:16,2021-07-24 07:43:17,0.966s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/button_next""), Timeout)",Firefox 89.0,,,2021-07-24 07:43:17,2021-07-24 07:43:22,4.719s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:43:22,2021-07-24 07:43:32,9.951s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-24 07:43:32,2021-07-24 07:43:32,0.059s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""))",Firefox 89.0,,,2021-07-24 07:43:32,2021-07-24 07:43:33,1.167s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:43:33,2021-07-24 07:43:36,3.020s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:43:36,2021-07-24 07:43:51,15.096s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-27-CreateProjectAndClickAddCompetitorButDoNotFillFieldTestCase,Firefox 89.0,"Create a project, click add competitor but do not fill the field.
Expected: Cannot proceed to 2nd page of the setup",create project,2021-07-24 07:43:51,2021-07-24 07:45:19,1m - 27.561s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:43:53,2021-07-24 07:44:40,47.170s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:44:40,2021-07-24 07:44:42,2.125s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:44:42,2021-07-24 07:44:44,1.775s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:44:44,2021-07-24 07:44:45,1.024s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), Timeout)",Firefox 89.0,,,2021-07-24 07:44:45,2021-07-24 07:44:48,3.327s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ProjectNameText)",Firefox 89.0,,,2021-07-24 07:44:48,2021-07-24 07:44:58,10.277s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), DomainText1)",Firefox 89.0,,,2021-07-24 07:44:58,2021-07-24 07:45:00,1.632s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_add_competitor""))",Firefox 89.0,,,2021-07-24 07:45:00,2021-07-24 07:45:03,3.182s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), AddYourKeywordText)",Firefox 89.0,,,2021-07-24 07:45:03,2021-07-24 07:45:05,2.009s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:45:05,2021-07-24 07:45:08,2.461s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-24 07:45:08,2021-07-24 07:45:08,0.057s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_competitors""))",Firefox 89.0,,,2021-07-24 07:45:08,2021-07-24 07:45:09,1.398s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:45:09,2021-07-24 07:45:12,3.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:45:12,2021-07-24 07:45:19,6.605s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-28-CreateProjectWithoutAnyEnginesOrDevicesSelectedTestCase,Firefox 89.0,"Create a project without any engines/devices selected.
Expected: Cannot proceed to 3rd page of the setup",create project,2021-07-24 07:45:19,2021-07-24 07:46:43,1m - 23.854s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:45:20,2021-07-24 07:46:09,48.627s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:46:09,2021-07-24 07:46:13,3.980s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:46:13,2021-07-24 07:46:14,0.637s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:46:14,2021-07-24 07:46:15,1.081s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-24 07:46:15,2021-07-24 07:46:18,3.600s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ProjectNameText)",Firefox 89.0,,,2021-07-24 07:46:18,2021-07-24 07:46:32,13.607s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), DomainText1)",Firefox 89.0,,,2021-07-24 07:46:32,2021-07-24 07:46:34,2.283s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-24 07:46:34,2021-07-24 07:46:35,0.992s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), AddYourKeywordText)",Firefox 89.0,,,2021-07-24 07:46:35,2021-07-24 07:46:37,1.884s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:46:37,2021-07-24 07:46:40,2.829s,PASSED
"uncheck(findTestObject(""CreateNewProject/FormPage_2/checkbox_engine_google_desktop""))",Firefox 89.0,,,2021-07-24 07:46:40,2021-07-24 07:46:41,1.519s,PASSED
"uncheck(findTestObject(""CreateNewProject/FormPage_2/checkbox_engine_google_mobile""))",Firefox 89.0,,,2021-07-24 07:46:41,2021-07-24 07:46:43,1.087s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-24 07:46:43,2021-07-24 07:46:43,0.065s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-29-CreateProjectWithNameFieldWithLessThan2CharactersTestCase,Firefox 89.0,"create a project with name field with less than 2 characters.
Expected: Cannot proceed to 2nd page of the setup.",create project,2021-07-24 07:46:43,2021-07-24 07:48:29,1m - 46.619s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:46:48,2021-07-24 07:47:50,1m - 1.939s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:47:50,2021-07-24 07:47:54,3.698s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:47:54,2021-07-24 07:47:55,1.027s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:47:55,2021-07-24 07:47:56,1.048s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), Timeout)",Firefox 89.0,,,2021-07-24 07:47:56,2021-07-24 07:48:00,4.243s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ""S"")",Firefox 89.0,,,2021-07-24 07:48:00,2021-07-24 07:48:11,10.746s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), DomainText1)",Firefox 89.0,,,2021-07-24 07:48:11,2021-07-24 07:48:13,1.726s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), AddYourKeywordText)",Firefox 89.0,,,2021-07-24 07:48:13,2021-07-24 07:48:16,3.095s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:48:16,2021-07-24 07:48:19,2.817s,PASSED
waitForPageLoad(Timeout),Firefox 89.0,,,2021-07-24 07:48:19,2021-07-24 07:48:19,0.116s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_project_name""))",Firefox 89.0,,,2021-07-24 07:48:19,2021-07-24 07:48:20,1.417s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:48:20,2021-07-24 07:48:23,3.025s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:48:23,2021-07-24 07:48:29,6.083s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-30-CreateProjectUsingInvalidDomainFormatInDomainFieldTestCase,Firefox 89.0,"create a project using invalid domain format in the domain field.
Expected: Cannot proceed to 2nd page of the setup",create project,2021-07-24 07:48:29,2021-07-24 07:50:12,1m - 42.745s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:48:31,2021-07-24 07:49:22,51.192s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:49:22,2021-07-24 07:49:26,4.027s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:49:26,2021-07-24 07:49:27,0.949s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:49:27,2021-07-24 07:49:28,0.982s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-24 07:49:28,2021-07-24 07:49:33,5.370s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_project_name""), ProjectNameText)",Firefox 89.0,,,2021-07-24 07:49:33,2021-07-24 07:49:44,10.807s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""2341sf"")",Firefox 89.0,,,2021-07-24 07:49:44,2021-07-24 07:49:47,2.400s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-24 07:49:47,2021-07-24 07:49:48,1.370s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), AddYourKeywordText)",Firefox 89.0,,,2021-07-24 07:49:48,2021-07-24 07:49:50,1.829s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:49:50,2021-07-24 07:49:53,2.951s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""))",Firefox 89.0,,,2021-07-24 07:49:53,2021-07-24 07:49:54,1.171s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:49:54,2021-07-24 07:49:57,3.011s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:49:57,2021-07-24 07:50:12,15.095s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-31-CreateProjectWithKeywordLessThan2CharactersTestCase,Firefox 89.0,"create a project with keyword with less than 2 characters.
Expected: Cannot proceed to 2nd page of the setup.",create project,2021-07-24 07:50:12,2021-07-24 07:51:38,1m - 26.270s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:50:14,2021-07-24 07:51:02,48.781s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:51:02,2021-07-24 07:51:04,1.943s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:51:04,2021-07-24 07:51:05,1.072s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:51:05,2021-07-24 07:51:06,1.049s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-24 07:51:06,2021-07-24 07:51:10,3.662s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), DomainText1)",Firefox 89.0,,,2021-07-24 07:51:10,2021-07-24 07:51:22,11.855s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-24 07:51:22,2021-07-24 07:51:24,1.701s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""q"")",Firefox 89.0,,,2021-07-24 07:51:24,2021-07-24 07:51:26,1.936s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:51:26,2021-07-24 07:51:28,2.243s,PASSED
"focus(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""))",Firefox 89.0,,,2021-07-24 07:51:28,2021-07-24 07:51:29,1.239s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:51:29,2021-07-24 07:51:32,3.020s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:51:32,2021-07-24 07:51:38,6.304s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-32-UploadCsvWithoutSelectingAnyKeywordsTestCase,Firefox 89.0,"upload a csv without selecting any keywords.
Expected: Csv no uploaded, user prompted to select at least one keyword",create project,2021-07-24 07:51:38,2021-07-24 07:53:28,1m - 49.772s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:51:40,2021-07-24 07:52:25,45.265s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:52:25,2021-07-24 07:52:46,21.056s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:52:46,2021-07-24 07:52:49,2.755s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:52:49,2021-07-24 07:52:51,1.967s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-24 07:52:51,2021-07-24 07:53:01,9.870s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-24 07:53:01,2021-07-24 07:53:12,10.982s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-24 07:53:12,2021-07-24 07:53:13,1.140s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-24 07:53:13,2021-07-24 07:53:14,1.258s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-24 07:53:14,2021-07-24 07:53:16,1.601s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:53:16,2021-07-24 07:53:17,1.708s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:53:17,2021-07-24 07:53:20,3.007s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:53:20,2021-07-24 07:53:28,7.769s,PASSED
,,,,,,,
Test Cases/Create Project/Negative/TS-CPR-33-CreateProjectThatIsGoingOverTheChecksLimitOfTheUsersPlanTestCase,Firefox 89.0,"Create project that is going over the checks limit of the users plan.
Expected: User cannot complete project setup, is prompted to upgrade the plan",create project,2021-07-24 07:53:28,2021-07-24 07:54:59,1m - 31.056s,PASSED
com.helper.browserhelper.CustomBrowser.login(),Firefox 89.0,,,2021-07-24 07:53:29,2021-07-24 07:54:22,52.871s,PASSED
"click(findTestObject(""CreateNewProject/button_add_project""))",Firefox 89.0,,,2021-07-24 07:54:22,2021-07-24 07:54:27,4.965s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/popup_frame_choose_ project_type_domain_or_youtube""), Timeout)",Firefox 89.0,,,2021-07-24 07:54:27,2021-07-24 07:54:28,0.889s,PASSED
"click(findTestObject(""CreateNewProject/button_domain""))",Firefox 89.0,,,2021-07-24 07:54:28,2021-07-24 07:54:29,0.924s,PASSED
"waitForElementPresent(findTestObject(""CreateNewProject/popup_window_creating_project""), Timeout)",Firefox 89.0,,,2021-07-24 07:54:29,2021-07-24 07:54:33,3.674s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_domain_name""), ""detik.com"")",Firefox 89.0,,,2021-07-24 07:54:33,2021-07-24 07:54:43,10.302s,PASSED
"waitForElementVisible(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), Timeout)",Firefox 89.0,,,2021-07-24 07:54:43,2021-07-24 07:54:44,1.238s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_add_your_keyword""), ""politik"")",Firefox 89.0,,,2021-07-24 07:54:44,2021-07-24 07:54:47,2.805s,PASSED
"setText(findTestObject(""CreateNewProject/FormPage_1/input_keyword_suggestions""), ""partai"")",Firefox 89.0,,,2021-07-24 07:54:47,2021-07-24 07:54:49,2.521s,PASSED
"click(findTestObject(""CreateNewProject/FormPage_1/button_next""))",Firefox 89.0,,,2021-07-24 07:54:49,2021-07-24 07:54:51,1.701s,PASSED
delay(3),Firefox 89.0,,,2021-07-24 07:54:51,2021-07-24 07:54:54,3.024s,PASSED
com.helper.browserhelper.CustomBrowser.closeBrowser(),Firefox 89.0,,,2021-07-24 07:54:54,2021-07-24 07:54:59,4.975s,PASSED
